 'species'::'rioter','cycle'::rioter_cyclesi,'time'::rioter_timesi,'name'::rioter_namesi,'x'::rioter_x_locsi,'y'::rioter_y_locsi,'state_flock'::rioter_is_in_state_flocki,'state_violent'::rioter_is_in_state_violenti,'state_retreat'::rioter_is_in_state_retreati,'spatial_incursion_detected'::rioter_spatial_incursion_detectedi,'outnumbered_detected'::rioter_outnumbered_detectedi,'feeling_target_for_arrest_detected'::rioter_feeling_target_for_arrest_detectedi,'being_arrested_detected'::rioter_being_arrested_detectedi,'unjust_arrest_around_detected'::rioter_unjust_arrest_around_detectedi,'surrounded_detected'::rioter_surrounded_detectedi,'any_police_officer_around_detected'::rioter_any_police_officer_around_detectedi,'order_to_scatter_signal_detected'::rioter_order_to_scatter_signal_detectedi,'arrest_around_detected'::rioter_arrest_around_detectedi,'has_fear_confirmed'::rioter_has_fear_confirmedi,'has_fear'::rioter_has_feari,'has_anger'::rioter_has_angeri,'has_sadness'::rioter_has_sadnessi,'has_joy'::rioter_has_joyi,'grievance'::rioter_grievancei,'arrest_proba'::rioter_arrest_probai,'aggr_police_social_liking'::rioter_aggr_police_social_likingi,'record_damage_done'::rioter_record_damage_donei,'risk_aversion'::rioter_risk_aversioni,'police_social_liking_influence'::rioter_police_social_liking_influencei,'felt_negative_emotions'::rioter_felt_negative_emotionsi,'feel_strong_negative_emotions'::rioter_feel_strong_negative_emotionsi,'current_energy'::rioter_current_energyi 
rioter,1,1.0,rioter0,40.660167909555014,29.534846147151477,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.8802891807282124,0.0,0.0,0.0,0.7878740817426216,1.0,0.0,false,300.0
rioter,1,1.0,rioter1,26.353344008202306,21.596119999391767,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.6378601638440378,0.9899481642553665,0.0,0.0,0.3885503248467832,1.0,0.0,false,300.0
rioter,1,1.0,rioter2,16.75453492637648,18.33814062610076,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.5044780370859137,0.0,0.0,0.0,0.13656917578169636,1.0,0.0,false,300.0
rioter,1,1.0,rioter3,0.14997554602694407,29.968282502736592,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.7550294993034276,0.9998989605981629,0.0,0.0,0.3187820583734373,1.0,0.0,false,300.0
rioter,1,1.0,rioter4,12.678057577918418,29.03965675654401,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.13095166302339778,0.0,0.0,0.0,0.47823079145646896,1.0,0.0,false,300.0
rioter,1,1.0,rioter5,36.3388277918706,17.972986065598338,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.4575424775238268,0.0,0.0,0.0,0.9978587078756237,1.0,0.0,false,300.0
rioter,1,1.0,rioter6,44.8695430483884,28.160227972612578,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.39579115049248037,0.0,0.0,0.0,0.8984112048706235,1.0,0.0,false,300.0
rioter,1,1.0,rioter7,22.538688924635395,28.61369269591658,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.15596348842177532,0.0,0.0,0.0,0.6406694760132319,1.0,0.0,false,300.0
rioter,1,1.0,rioter8,3.319960623936727,18.922816458432255,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.12597085664049013,0.9999999989764614,0.0,0.0,0.604249785194419,1.0,0.0,false,300.0
rioter,1,1.0,rioter9,2.7451403183288168,30.960834258169108,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.38812431993492735,0.9999999998973812,0.0,0.0,0.8081639211682773,1.0,0.0,false,300.0
rioter,1,1.0,rioter10,41.11999428741877,32.19638596699779,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.5807711926409307,0.0,0.0,0.0,0.8268409377147415,1.0,0.0,false,300.0
rioter,1,1.0,rioter11,49.318714454217464,34.15593980969561,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.7073370965184731,0.9999999999989685,0.0,0.0,0.16256337991719727,1.0,0.0,false,300.0
rioter,1,1.0,rioter12,41.569784370299494,32.56367985042888,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.6652732222620845,0.0,0.0,0.0,0.7720299202295383,1.0,0.0,false,300.0
rioter,1,1.0,rioter13,3.289469439374346,28.87270283183947,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.8843223653545341,0.0,0.0,0.0,0.9710140100424279,1.0,0.0,false,300.0
rioter,1,1.0,rioter14,24.899485158359703,28.42882638559723,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.5472227949545999,0.8997411562771962,0.0,0.0,0.7126373569453119,1.0,0.0,false,300.0
rioter,1,1.0,rioter15,7.238583467189757,26.983312234207418,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.5057474426423618,0.0,0.0,0.0,0.5501388307845294,1.0,0.0,false,300.0
rioter,1,1.0,rioter16,6.225749242657119,32.527528673484625,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.1743366155606958,0.9999998981739631,0.0,0.0,0.04927269668802603,1.0,0.0,false,300.0
rioter,1,1.0,rioter17,15.880649540585708,21.703493693534192,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.3899167148389029,0.0,0.0,0.0,0.8275899854165548,1.0,0.0,false,300.0
rioter,1,1.0,rioter18,43.749118768502065,27.133486774207373,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.3113358092479348,0.0,0.0,0.0,0.0480932149812513,1.0,0.0,false,300.0
rioter,1,1.0,rioter19,15.360672267113467,17.34918044884708,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.256485727026065,0.0,0.0,0.0,0.5433274365138329,1.0,0.0,false,300.0
rioter,1,1.0,rioter20,6.52125196268813,21.25615338257567,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.5042309956932108,0.0,0.0,0.0,0.965500632377651,1.0,0.0,false,300.0
rioter,1,1.0,rioter21,5.640033807422415,16.629046844242517,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.2308585644076001,0.999998984368529,0.0,0.0,0.15043592421595076,1.0,0.0,false,300.0
